"","gender_13","age_13","manager_13","func_13","annual_salary_13","bonus_13","gender_14","age_14","manager_14","func_14","annual_salary_14","bonus_14","num_email_total","num_targets_total","num_words_total","num_warmth_words_total","num_competence_words_total","per_warmth_total","per_competence_total","num_weekday_total","num_weekend_total","num_email_within","num_targets_within","num_words_within","num_warmth_words_within","num_competence_words_within","per_warmth_within","per_competence_within","num_email_across","num_targets_across","num_words_across","num_warmth_words_across","num_competence_words_across","per_warmth_across","per_competence_across","company_13","company_14"
"1291",0,48,0,"Human Resources",45745.18,1829.8072,NA,NA,NA,"",47117.46,1884.7,558,103,17719,791,1054,0.0446413454483887,0.0594841695355268,550,8,415,59,12323,553,670,0.0448754361762558,0.054369877464903,27,6,762,42,50,0.0551181102362205,0.0656167979002625,"Luxury",NA
"1292",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,1,1,21,0,1,0,0.0476190476190476,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293",0,55,0,"Marketing",149378.84,29875.768,0,57,0,"Direct to Consumer (DTC)",153860.2,30772.04,440,79,14403,903,860,0.0626952718183712,0.059709782684163,416,24,310,56,10216,639,601,0.062548942834769,0.0588292873923258,14,5,493,21,36,0.0425963488843813,0.0730223123732252,"Luxury","Luxury"
"1294",NA,NA,NA,"",29411.2,1176.448,0,61,0,"Customer Service",30534.4,1221.38,215,37,8339,249,466,0.0298596954071232,0.0558820002398369,215,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxury"
"1295",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,54,25,1046,29,80,0.0277246653919694,0.0764818355640535,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1296",NA,NA,NA,"",30742.4,1229.696,0,67,0,"Customer Service",31657.6,1266.3,77,22,1144,59,50,0.0515734265734266,0.0437062937062937,77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxury"
"1297",NA,NA,NA,"",65035.81,0,NA,NA,NA,"",67247.03,6724.7,152,54,4789,121,277,0.0252662351221549,0.0578408853622886,142,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298",1,57,1,"Executive Committee and Staff",295260,118104,1,58,1,"Human Resources",304117.8,121647.12,93,28,1888,111,102,0.0587923728813559,0.0540254237288136,93,0,53,14,859,52,61,0.0605355064027939,0.0710128055878929,33,9,971,53,38,0.0545829042224511,0.03913491246138,"Standard","Standard"
"1299",NA,NA,0,"Sourcing",56899.81,2844.9905,0,34,0,"Forecasting and Planning",61736.29,3086.81,179,34,2935,124,162,0.0422487223168654,0.0551959114139693,179,0,132,25,2216,92,131,0.0415162454873646,0.059115523465704,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1300",1,36,0,"Sourcing",92000,0,1,38,1,"Manufacturing Professionals",103898.67,15584.8,15,9,485,6,27,0.0123711340206186,0.0556701030927835,15,0,15,9,485,6,27,0.0123711340206186,0.0556701030927835,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1301",0,44,0,"Other",28974.4,1158.976,NA,NA,NA,"",27393.6,1095.74,25,12,517,39,37,0.0754352030947776,0.0715667311411992,21,4,11,6,257,16,14,0.0622568093385214,0.0544747081712062,NA,NA,NA,NA,NA,NA,NA,"Luxury",NA
"1302",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,2,2,38,0,2,0,0.0526315789473684,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303",0,36,0,"Human Resources",41334.1,0,0,45,0,"Human Resources",42574.12,NA,65,36,813,67,88,0.0824108241082411,0.108241082410824,65,0,53,27,727,55,73,0.0756533700137552,0.10041265474553,1,1,1,1,0,1,0,"Standard","Standard"
"1304",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,308,112,5054,466,325,0.0922041946972695,0.0643055005935892,305,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305",NA,NA,0,"Sourcing",45249.78,2262.489,0,35,0,"Forecasting and Planning",46833.52,2341.68,56,29,1312,64,98,0.0487804878048781,0.0746951219512195,56,0,46,25,1086,52,79,0.0478821362799263,0.072744014732965,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1306",1,51,1,"Marketing",154800.5,38700.125,1,52,1,"Global Product Development",159444.52,47833.36,129,43,3488,193,245,0.0553325688073395,0.0702408256880734,127,2,74,22,1645,98,123,0.0595744680851064,0.0747720364741641,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1307",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,2,1,47,1,0,0.0212765957446809,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308",NA,NA,NA,"",90150.06,0,NA,NA,NA,"",136260.28,47691.1,122,51,5705,131,300,0.0229623137598598,0.0525854513584575,106,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309",1,54,0,"Strategic Logistic Solutions (SLS)",97945.16,9794.516,1,56,0,"Other",110775.98,11077.6,94,41,1536,42,77,0.02734375,0.0501302083333333,92,2,63,30,936,28,41,0.0299145299145299,0.0438034188034188,14,5,260,6,16,0.0230769230769231,0.0615384615384615,"Standard","Standard"
"1310",0,39,0,"Corporate Finance",31241.6,1249.664,0,40,0,"Accounting",33321.6,1332.86,108,34,1601,76,97,0.0474703310430981,0.0605871330418488,104,4,85,25,1255,59,76,0.0470119521912351,0.0605577689243028,NA,NA,NA,NA,NA,NA,NA,"Luxury","Luxury"
"1311",1,53,0,"Sourcing",60629.75,0,1,54,0,"Manufacturing Professionals",62509.27,NA,2,2,17,0,1,0,0.0588235294117647,2,0,2,2,17,0,1,0,0.0588235294117647,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1312",0,29,0,"Customer Service",22630.4,905.216,NA,NA,NA,"",28787.2,1151.49,56,30,2619,123,86,0.0469644902634593,0.0328369606720122,45,11,45,24,2180,93,66,0.0426605504587156,0.0302752293577982,NA,NA,NA,NA,NA,NA,NA,"Luxury",NA
"1313",NA,NA,NA,"",39041.59,0,0,38,0,"Corporate Finance",39744.34,NA,166,42,2579,42,172,0.016285381930981,0.0666925164792555,166,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard"
"1314",1,48,0,"Sourcing",71455.14,7145.514,1,50,0,"Manufacturing Professionals",73598.79,7359.88,20,12,854,16,45,0.0187353629976581,0.0526932084309134,20,0,17,10,724,13,42,0.0179558011049724,0.0580110497237569,2,1,82,2,2,0.024390243902439,0.024390243902439,"Standard","Standard"
"1315",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,8,4,256,6,8,0.0234375,0.03125,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1316",0,48,0,"Other",58125.28,0,0,49,0,"Strategic Logistic Solutions (SLS)",60159.66,3007.98,214,36,5655,159,346,0.0281167108753316,0.061184792219275,210,4,86,25,2215,52,126,0.0234762979683973,0.0568848758465011,10,3,311,21,25,0.067524115755627,0.0803858520900322,"Standard","Standard"
"1317",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,2,1,28,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,1,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319",NA,NA,NA,"",NA,NA,0,34,0,"Global Product Development",75000,7500,15,7,550,27,39,0.0490909090909091,0.0709090909090909,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard"
"1320",NA,NA,0,"Corporate Finance",NA,NA,0,43,0,"Accounting",65597.48,3279.87,72,31,2166,81,95,0.0373961218836565,0.043859649122807,71,1,50,22,1491,57,72,0.0382293762575453,0.0482897384305835,3,1,72,0,2,0,0.0277777777777778,"Luxury","Luxury"
"1321",0,55,0,"Corporate Finance",37850.58,0,0,56,0,"Accounting",39364.6,NA,27,22,538,13,41,0.0241635687732342,0.0762081784386617,27,0,19,16,442,10,36,0.0226244343891403,0.081447963800905,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1322",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,4,3,21,2,0,0.0952380952380952,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323",1,52,0,"Global Product Engineering & Safety",65089.9,3254.495,1,53,0,"Manufacturing Professionals",66977.51,3348.88,2,1,50,1,3,0.02,0.06,2,0,2,1,50,1,3,0.02,0.06,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1324",1,45,0,"Information Technology",51700,0,1,47,0,"Information Technology",53768,2688.4,133,47,6236,133,410,0.0213277742142399,0.0657472738935215,131,2,62,24,2434,58,152,0.0238290879211175,0.0624486442070666,14,3,665,16,45,0.0240601503759399,0.0676691729323308,"Standard","Standard"
"1325",0,35,0,"Corporate Finance",44377.27,0,NA,NA,NA,"",44377.27,NA,111,29,4306,191,226,0.0443567115652578,0.0524849047840223,111,0,60,20,2187,101,111,0.0461819844535894,0.0507544581618656,NA,NA,NA,NA,NA,NA,NA,"Standard",NA
"1326",NA,NA,NA,"",60000,18000,NA,NA,NA,"",61200,NA,76,23,2282,91,116,0.0398773006134969,0.0508326029798422,75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327",NA,NA,NA,"",44330.7,0,NA,NA,0,"Accounting",45704.95,NA,50,20,566,11,33,0.019434628975265,0.0583038869257951,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard"
"1328",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,74,22,2430,75,123,0.0308641975308642,0.0506172839506173,74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1329",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,308,52,6734,248,500,0.0368280368280368,0.0742500742500743,308,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,19,15,820,41,46,0.05,0.0560975609756098,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331",1,45,0,"Legal",155249.9,38812.475,1,41,0,"Legal",185000.4,55500.12,161,53,4318,194,217,0.0449282075034738,0.0502547475683187,146,15,104,29,2485,107,133,0.0430583501006036,0.0535211267605634,21,7,756,31,32,0.041005291005291,0.0423280423280423,"Luxury","Luxury"
"1332",NA,NA,NA,"",202499.7,50624.925,NA,NA,NA,"",207562.94,62268.88,362,61,16159,991,927,0.061328052478495,0.0573674113497122,340,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1333",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,136,54,4088,182,312,0.0445205479452055,0.076320939334638,136,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1334",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,22,12,972,39,70,0.0401234567901235,0.0720164609053498,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1335",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,71,29,794,82,66,0.103274559193955,0.0831234256926952,71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1336",NA,NA,NA,"",45943.3,0,NA,NA,NA,"",47367.54,NA,112,40,3243,75,190,0.0231267345050879,0.0585877274128893,112,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1337",0,53,0,"Other",59529.86,2976.493,0,55,0,"Sourcing",63101.74,3155.09,829,164,17682,544,1150,0.0307657504807149,0.0650378916412171,792,37,392,72,8285,265,526,0.031985515992758,0.0634882317441159,48,9,1191,60,81,0.0503778337531486,0.0680100755667506,"Luxury","Luxury"
"1338",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,3,1,3,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1339",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,142,24,4531,146,174,0.0322224674464798,0.0384021187375855,115,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1340",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,59,17,1615,72,125,0.0445820433436533,0.0773993808049536,57,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1341",1,31,0,"Sourcing",56840.16,2842.008,1,32,0,"Strategic Logistic Solutions (SLS)",58261.06,2913.05,383,53,8883,194,499,0.0218394686479793,0.0561747157491838,380,3,280,30,6350,118,366,0.0185826771653543,0.0576377952755905,NA,NA,NA,NA,NA,NA,NA,"Luxury","Luxury"
"1342",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,3,3,45,0,6,0,0.133333333333333,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1343",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,6,4,295,19,13,0.0644067796610169,0.0440677966101695,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344",0,48,0,"Information Technology",113560.46,11356.046,0,50,0,"Information Technology",115831.56,11583.16,404,85,9581,443,503,0.0462373447448074,0.0524997390669032,360,44,191,34,5053,212,277,0.0419552740945973,0.0548189194537898,40,11,1003,49,58,0.0488534396809571,0.0578265204386839,"Luxury","Luxury"
"1345",NA,NA,NA,"",56925.08,5692.508,NA,NA,NA,"",56925.08,NA,39,13,796,75,101,0.0942211055276382,0.126884422110553,29,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1346",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,34,10,709,12,30,0.0169252468265162,0.0423131170662905,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1347",NA,NA,NA,"",68000.16,0,NA,NA,NA,"",70720.17,NA,26,13,1202,43,56,0.0357737104825291,0.0465890183028286,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1348",NA,NA,NA,"",71999.98,17999.995,NA,NA,NA,"",71999.98,25199.99,111,26,3094,123,141,0.039754363283775,0.0455720749838397,101,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1349",NA,NA,NA,"",73088.57,21926.571,NA,NA,NA,"",74623.43,NA,19,11,587,32,29,0.0545144804088586,0.0494037478705281,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1350",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,66,20,2339,84,135,0.0359127832407012,0.0577169730654126,66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1351",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,151,52,5420,148,340,0.0273062730627306,0.0627306273062731,144,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1352",1,35,0,"Global Product Development",38055.68,1522.2272,1,37,0,"Other",39577.98,1583.12,55,24,961,30,60,0.0312174817898023,0.0624349635796046,55,0,42,15,722,28,45,0.038781163434903,0.0623268698060942,2,1,34,1,1,0.0294117647058824,0.0294117647058824,"Luxury","Luxury"
"1353",NA,NA,NA,"",39746.67,0,NA,NA,NA,"",41018.56,NA,268,70,6236,200,380,0.032071840923669,0.0609364977549711,267,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1354",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,13,7,186,14,5,0.0752688172043011,0.0268817204301075,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1355",0,24,0,"Corporate Finance",39999.96,1599.9984,0,25,0,"Corporate Finance",41199.86,1647.99,77,25,2102,106,143,0.0504281636536632,0.0680304471931494,75,2,40,12,1152,64,71,0.0555555555555556,0.0616319444444444,1,1,21,1,0,0.0476190476190476,0,"Luxury","Luxury"
"1356",0,31,0,"Customer Service",NA,NA,NA,NA,NA,"",NA,NA,67,35,2599,105,187,0.0404001539053482,0.0719507502885725,53,14,57,27,2370,91,155,0.0383966244725738,0.0654008438818565,NA,NA,NA,NA,NA,NA,NA,"Luxury",NA
"1357",NA,NA,NA,"",72540,21762,NA,NA,NA,"",91165.85,31908.05,138,28,3366,99,196,0.0294117647058824,0.0582293523469994,134,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1358",NA,NA,NA,"",87355.1,26206.53,NA,NA,NA,"",92596.41,32408.74,51,26,1135,47,89,0.0414096916299559,0.0784140969162996,47,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1359",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,369,47,9960,376,527,0.0377510040160643,0.0529116465863454,357,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1360",0,42,0,"Other",67332.31,3366.6155,0,44,0,"Information Technology",73526.3,3676.32,142,47,3221,74,155,0.0229742316050916,0.0481217013349891,141,1,101,34,2122,44,103,0.0207351555136664,0.0485391140433553,3,1,57,0,1,0,0.0175438596491228,"Standard","Standard"
"1361",0,29,0,"Customer Service",32427.2,1297.088,NA,NA,NA,"",33654.4,1346.18,477,57,8844,345,653,0.0390094979647218,0.073835368611488,471,6,366,36,6646,238,499,0.0358110141438459,0.0750827565452904,4,3,35,4,5,0.114285714285714,0.142857142857143,"Luxury",NA
"1362",0,27,0,"Customer Service",NA,NA,NA,NA,0,"Customer Service",NA,NA,269,95,6281,113,402,0.0179907658016239,0.0640025473650693,269,0,69,22,1841,40,106,0.0217273221075502,0.0575774035850081,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1363",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,3,2,52,3,0,0.0576923076923077,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1364",NA,NA,NA,"",86463.63,25939.089,NA,NA,NA,"",88279.37,NA,79,21,3014,132,189,0.0437956204379562,0.0627073656270737,67,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1365",NA,NA,0,"Customer Service",27497.6,1099.904,0,45,0,"Customer Service",28537.6,1141.5,162,30,2918,198,237,0.067854694996573,0.0812200137080192,162,0,109,16,2200,131,165,0.0595454545454545,0.075,2,1,32,2,3,0.0625,0.09375,"Luxury","Luxury"
"1366",NA,NA,0,"Customer Service",27955.2,1118.208,0,49,0,"Customer Service",29203.2,1168.13,240,75,5798,153,328,0.0263884097964815,0.0565712314591238,230,10,173,49,4093,104,246,0.0254092352797459,0.060102614219399,3,2,41,0,0,0,0,"Luxury","Luxury"
"1367",1,41,0,"Sourcing",82499.82,8249.982,1,43,0,"Strategic Logistic Solutions (SLS)",85717.06,8571.71,135,26,5094,243,162,0.0477031802120141,0.0318021201413428,124,11,95,18,3749,183,120,0.0488130168044812,0.0320085356094959,NA,NA,NA,NA,NA,NA,NA,"Luxury","Luxury"
"1368",0,43,0,"Corporate Finance",108780.62,16317.093,0,44,0,"Corporate Finance",111391.28,16708.69,113,40,3606,159,224,0.0440931780366057,0.0621186910704382,110,3,90,33,2995,128,186,0.0427378964941569,0.0621035058430718,21,5,517,24,33,0.04642166344294,0.0638297872340425,"Luxury","Luxury"
"1369",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,14,4,230,11,16,0.0478260869565217,0.0695652173913043,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1370",NA,NA,NA,"",80179.56,24053.868,NA,NA,NA,"",81783.15,NA,159,34,5912,110,300,0.0186062246278755,0.050744248985115,155,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1371",1,44,0,"Corporate Finance",67003.34,6700.334,0,58,0,"Accounting",69147.45,6914.75,131,36,3355,85,187,0.0253353204172876,0.0557377049180328,131,0,99,24,2664,75,151,0.0281531531531532,0.0566816816816817,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1372",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,12,1,702,49,39,0.0698005698005698,0.0555555555555556,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1373",1,58,0,"Customer Service",23212.8,928.512,1,60,0,"Customer Service",23212.8,928.51,187,59,4140,126,223,0.0304347826086957,0.0538647342995169,187,0,141,45,3058,89,166,0.0291039895356442,0.0542838456507521,NA,NA,NA,NA,NA,NA,NA,"Luxury","Luxury"
"1374",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,193,30,4753,329,273,0.069219440353461,0.0574374079528719,193,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1375",1,57,0,"Sourcing",69888.3,6988.83,1,59,0,"Manufacturing Professionals",80535,8053.5,98,28,1390,83,71,0.0597122302158273,0.0510791366906475,97,1,76,21,1118,70,59,0.0626118067978533,0.0527728085867621,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1376",0,65,0,"Corporate Finance",40925.53,0,0,66,0,"Accounting",42112.37,NA,76,35,1241,46,114,0.0370668815471394,0.0918614020950846,76,0,53,24,758,31,88,0.0408970976253298,0.116094986807388,4,1,51,3,2,0.0588235294117647,0.0392156862745098,"Standard","Standard"
"1377",1,43,0,"Sourcing",52475.71,2623.7855,1,45,0,"Manufacturing Professionals",54102.46,2705.12,6,4,179,3,6,0.0167597765363128,0.0335195530726257,6,0,6,4,179,3,6,0.0167597765363128,0.0335195530726257,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1378",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,146,29,5189,214,297,0.0412410869146271,0.0572364617460012,145,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1379",NA,NA,NA,"",NA,NA,NA,NA,NA,"",52499.98,7875,8,5,252,10,19,0.0396825396825397,0.0753968253968254,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1380",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,45,27,922,20,34,0.0216919739696312,0.0368763557483731,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1381",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,1,1,7,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1382",0,62,0,"Legal",353299.96,194314.978,0,64,1,"Legal",364000,200200,274,53,14239,646,585,0.045368354519278,0.0410843458108013,260,14,150,31,7816,354,323,0.0452917093142272,0.0413254861821904,23,3,1226,59,50,0.0481239804241436,0.0407830342577488,"Luxury","Luxury"
"1383",1,42,0,"Global Product Development",76167.41,7616.741,1,44,0,"Global Product Development",78604.77,7860.48,29,16,1820,49,77,0.0269230769230769,0.0423076923076923,29,0,23,12,1435,36,59,0.0250871080139373,0.0411149825783972,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1384",0,34,0,"Customer Service",32531.2,1301.248,0,36,0,"Customer Service",33758.4,1350.34,92,27,2292,87,157,0.0379581151832461,0.068499127399651,90,2,73,20,1908,69,131,0.0361635220125786,0.0686582809224319,NA,NA,NA,NA,NA,NA,NA,"Luxury","Luxury"
"1385",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,4,4,34,4,1,0.117647058823529,0.0294117647058824,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1386",NA,NA,NA,"",112796.98,11279.698,1,55,1,"Manufacturing Professionals",115052.92,11505.29,15,11,196,15,13,0.076530612244898,0.0663265306122449,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard"
"1387",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,163,31,6002,231,336,0.038487170943019,0.0559813395534822,162,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1388",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,3,3,61,1,2,0.0163934426229508,0.0327868852459016,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1389",0,56,0,"Corporate Finance",110462.74,11046.274,0,58,1,"Accounting",113777,11377.7,22,11,459,29,12,0.0631808278867102,0.0261437908496732,22,0,15,7,353,20,9,0.056657223796034,0.0254957507082153,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"1390",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,129,27,2814,110,171,0.03909026297086,0.0607675906183369,127,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1391",NA,NA,NA,"",90602.12,27180.636,NA,NA,NA,"",105721.79,37002.63,169,43,5547,182,404,0.0328105282134487,0.0728321615287543,158,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1392",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,35,18,1325,35,51,0.0264150943396226,0.0384905660377358,32,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1393",NA,NA,NA,"",23400,936,NA,NA,NA,"",29203.2,1168.13,171,31,4637,102,313,0.021996980806556,0.0675005391416864,171,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1394",NA,NA,NA,"",48303.58,2415.179,0,26,0,"Accounting",62400,3120,108,28,2716,133,192,0.0489690721649485,0.0706921944035346,105,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxury"
"1395",1,51,0,"Corporate Finance",113735.98,11373.598,1,52,0,"Corporate Finance",116579.38,11657.94,130,41,3644,135,176,0.0370472008781559,0.0482985729967069,130,0,58,21,1634,68,64,0.0416156670746634,0.0391676866585067,1,1,105,8,6,0.0761904761904762,0.0571428571428571,"Standard","Standard"
